"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CAETHG_RS04025",1.94523441187375,3.16029184563979,1.21220316203569,2.60706451246392,0.00913221528278154,0.153725623926822
"CAETHG_RS04030",38521.2911187278,0.460359335359254,1.01161999841385,0.4550714063394,0.649057868208676,0.91097093675321
"CAETHG_RS04035",1102.15298233048,-1.14370185886591,0.407507886558921,-2.80657601138364,0.00500710977253563,0.126429521756525
"CAETHG_RS04130",166.367020807237,-0.248813230350783,0.169443754196243,-1.46841193132806,0.141992362588809,0.551585716210375
"CAETHG_RS04135",226.901093627261,-0.358608741549891,0.180869362179208,-1.98269478716122,0.0474015322245451,0.281620867922298
"CAETHG_RS04140",115.917539115809,0.338898509923115,0.326399739435984,1.03829283230657,0.299133744668475,0.664702059144888
"CAETHG_RS05495",1.18716242844008,0.0984457217654373,1.36052369958002,0.0723586967252585,0.942316453832011,0.974841247141813
"CAETHG_RS05825",573.98424007994,0.715926188036485,0.301034997577399,2.37821580147808,0.0173966413985845,0.199679605824151
"CAETHG_RS06225",20448.7428092264,0.636124828312208,0.425711993244379,1.49426099900136,0.135107414659853,0.551585716210375
"CAETHG_RS06250",62.7661449053156,-0.0838464482986143,0.211682470765119,-0.396095378117773,0.692034667798805,0.91097093675321
"CAETHG_RS06290",9129.28603743269,0.329689287199045,0.345491055641337,0.95426287255698,0.339950596426329,0.730532132745941
"CAETHG_RS06710",179.698073063534,0.403713829448017,0.233173158675097,1.73139066152357,0.0833821110645442,0.443241748290472
"CAETHG_RS06715",55.8362111841555,0.313545586708694,0.269802910296069,1.16212826008668,0.245183369761703,0.664702059144888
"CAETHG_RS06720",14.2264203323222,0.690316496670922,0.464054352296095,1.4875768177915,0.136862530831553,0.551585716210375
"CAETHG_RS06725",2.5822520140942,0.967028693741186,0.903604839718196,1.07018981222231,0.284533879135081,0.664702059144888
"CAETHG_RS07690",6.15801027646232,0.432694799727462,0.555381108121896,0.779095279619222,0.435923590557731,0.775582290208606
"CAETHG_RS07695",13.3294148260248,-0.27017908602097,0.614126167196858,-0.439940683938264,0.65998006871187,0.91097093675321
"CAETHG_RS07700",3.05963960479279,-0.169411039252743,0.902443874210824,-0.187724737342686,0.851092437416145,0.948732720514228
"CAETHG_RS07705",14.7925022239573,0.0532834252281609,0.408445640333596,0.13045414117933,0.896207134050265,0.962945963181668
"CAETHG_RS07710",39.3768263213561,0.513897140586399,0.227876816714014,2.25515323584382,0.02412371207836,0.243649491991436
"CAETHG_RS07715",46.0448752575772,0.116653727767764,0.293720324033508,0.397159196087691,0.691250069724393,0.91097093675321
"CAETHG_RS07720",64.7958477344199,-0.0195849197600859,0.216370339783912,-0.0905157323302505,0.927877392679195,0.974841247141813
"CAETHG_RS07725",28.9967397015809,-0.049245457604549,0.309514043259158,-0.159105729374985,0.873585574334883,0.948732720514228
"CAETHG_RS07730",284.566013020963,-0.156694776756538,0.124403383655386,-1.25957005470689,0.20782450372179,0.645081955445589
"CAETHG_RS07735",29.6916457887287,0.199876992055608,0.306069756638399,0.65304391473003,0.513727967823147,0.850598766395703
"CAETHG_RS07740",34.6240294541253,0.0738329787467272,0.267403395328031,0.276110849887131,0.782462927484217,0.912878756410364
"CAETHG_RS07745",148.729038517908,-0.0288152053221603,0.15936310961054,-0.180814778229293,0.856512962958877,0.948732720514228
"CAETHG_RS07750",189.589401811046,0.19163084890702,0.224081755577053,0.855182736379113,0.392449991879958,0.747876399620298
"CAETHG_RS07755",197.963186009162,0.169902421021887,0.156371645320755,1.08652959859429,0.27724475314447,0.664702059144888
"CAETHG_RS07760",24.9094715404784,0.116690678572552,0.409081170788013,0.285250671273308,0.775452102089111,0.912878756410364
"CAETHG_RS08395",60.0964258672793,0.337504474471464,0.375906674082854,0.897841133826408,0.369270251543531,0.745925908117932
"CAETHG_RS08555",357115.119012788,-0.840534510151283,0.148596781657642,-5.65647856417124,1.5451026583791e-08,1.56055368496289e-06
"CAETHG_RS08880",59.3618757726764,0.0828488270134662,0.210944332695332,0.392752087505121,0.694502595346507,0.91097093675321
"CAETHG_RS09855",826.081975829978,-0.545403606470084,0.326418785833935,-1.67087076522476,0.0947472071115617,0.478473395913387
"CAETHG_RS09860",141.861867592471,-0.399572221522087,0.276145506061872,-1.44696260757747,0.147907396556163,0.553283224154537
"CAETHG_RS09945",34.3138883512448,-0.100947625075816,0.308956145843487,-0.326737714830747,0.74386627215311,0.912878756410364
"CAETHG_RS09950",1082.84431894961,-0.300935291867715,0.217550941019476,-1.38328655558779,0.166577018728857,0.555513763440959
"CAETHG_RS09955",38.8125751708207,0.0924405824065836,0.286377781982817,0.322792437899845,0.746852440390464,0.912878756410364
"CAETHG_RS09960",3.86491812681654,0.17956526632473,0.622824937461394,0.288307765993813,0.773111163027914,0.912878756410364
"CAETHG_RS09965",62503.9553759464,-0.72555655517428,0.656741077169431,-1.10478327060254,0.269253511203308,0.664702059144888
"CAETHG_RS09970",1839.95340031282,-1.03536330275058,0.368049971304864,-2.8131052397039,0.00490655900340654,0.126429521756525
"CAETHG_RS09985",157.726680604048,-0.362887090414947,0.151916578971871,-2.38872605525259,0.016906903685393,0.199679605824151
"CAETHG_RS10035",4.95179524855129,-0.475259729483984,0.620910189250127,-0.765424271838662,0.444018944370389,0.775582290208606
"CAETHG_RS10040",80.9318421513438,0.0216585287127607,0.220605017307446,0.0981778609440071,0.921791061929422,0.974841247141813
"CAETHG_RS10045",234.999211087913,-0.146591175475465,0.156641377433344,-0.935839417894829,0.349355872957892,0.73510298268223
