"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","comparison"
82.5400037203498,1.37952937059136,0.272613983159588,5.06037641430808,4.18429599820386e-07,4.22613895818589e-05,"CAETHG_RS14415","UT1_D0.5 vs UT3_D0.5"
