"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","comparison"
"CAETHG_RS14415",82.5400037203498,-1.49698954294059,0.262578142283594,-5.70112016911059,1.19022691318766e-08,1.20212918231954e-06,"UT3_D0.5 vs UT2_D0.5"
