"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CAETHG_RS04025",1.94523441187375,2.73628284593537,1.21014956887546,2.26111128434983,0.0237523667874943,0.0821625529840988
"CAETHG_RS04030",38521.2911187278,-0.369008830710065,1.01162209442894,-0.364769445766575,0.715283514615914,0.768549308257524
"CAETHG_RS04035",1102.15298233048,-1.31207992759891,0.407321363434557,-3.22124014447801,0.00127637149852581,0.0107427934459256
"CAETHG_RS04130",166.367020807237,0.180976965286849,0.163255808620006,1.10854839908387,0.267625049008168,0.458137795759746
"CAETHG_RS04135",226.901093627261,0.232963039934998,0.17597831580264,1.32381673771823,0.185563915923724,0.340762827423566
"CAETHG_RS04140",115.917539115809,0.593717863651903,0.322931875081053,1.83852356941502,0.065985292061477,0.16661286245523
"CAETHG_RS05495",1.18716242844008,1.5853973524751,1.16891546656606,1.35629769459082,0.175004468723418,0.32732317298269
"CAETHG_RS05825",573.98424007994,1.29591333207536,0.300189104239387,4.31698990327753,1.58171390548924e-05,0.000266255174090688
"CAETHG_RS06225",20448.7428092264,0.280968182580122,0.425710636953309,0.659998031975268,0.509255092279295,0.67677321473959
"CAETHG_RS06250",62.7661449053156,-0.200197404402313,0.206522665454242,-0.969372557544631,0.332359339319719,0.532830051925264
"CAETHG_RS06290",9129.28603743269,-0.441185978387067,0.345513797662543,-1.2768982928374,0.201638156938423,0.363668818763942
"CAETHG_RS06710",179.698073063534,0.246331504635446,0.232037594788542,1.06160169803488,0.288416542534912,0.472627422221417
"CAETHG_RS06715",55.8362111841555,0.682407019034118,0.261084031357884,2.61374476058515,0.00895559119348963,0.0523025281860008
"CAETHG_RS06720",14.2264203323222,1.11205212247773,0.443065717476021,2.50990333626503,0.0120764214311651,0.0554417529339851
"CAETHG_RS06725",2.5822520140942,1.33214086204474,0.859667026391444,1.54960097473619,0.121237318871365,0.255103525125165
"CAETHG_RS07690",6.15801027646232,0.219066331657031,0.544482268548518,0.40233877999557,0.687434718182377,0.754552233312165
"CAETHG_RS07695",13.3294148260248,0.396120169865083,0.589831554538405,0.671581855560578,0.501849932561214,0.67677321473959
"CAETHG_RS07700",3.05963960479279,-1.5257594586247,1.00766614973519,-1.51415174462858,0.129987357328311,0.267933124288968
"CAETHG_RS07705",14.7925022239573,-0.360118753792449,0.407185629329942,-0.884409291126149,0.376475309233044,0.564873788184864
"CAETHG_RS07710",39.3768263213561,0.194879372451769,0.225372388904599,0.864699413264252,0.387203791594526,0.566776564507929
"CAETHG_RS07715",46.0448752575772,-0.0887763311507776,0.290268045814141,-0.305842590774257,0.75972449849969,0.799293482796549
"CAETHG_RS07720",64.7958477344199,-0.0827440802461255,0.210883423319051,-0.392368821331869,0.694785719782489,0.754552233312165
"CAETHG_RS07725",28.9967397015809,-0.527450781436693,0.310179594570603,-1.70046898851251,0.0890427448035672,0.204393573299098
"CAETHG_RS07730",284.566013020963,-0.369274912960966,0.122857255071395,-3.00572329038583,0.0026494998535486,0.0191142489434578
"CAETHG_RS07735",29.6916457887287,0.0349052708204364,0.299775613627337,0.116437993064468,0.907305426049691,0.916378480310188
"CAETHG_RS07740",34.6240294541253,-0.546385049080009,0.271240125047812,-2.01439609638764,0.0439679638800689,0.123354565330193
"CAETHG_RS07745",148.729038517908,-0.402097485822483,0.158711868290564,-2.53350609600497,0.0112927776012211,0.0554417529339851
"CAETHG_RS07750",189.589401811046,0.130662212610026,0.222328827910762,0.587698022959355,0.556735002828369,0.720900452380324
"CAETHG_RS07755",197.963186009162,-0.0399235723572994,0.154961065384345,-0.257636150463203,0.796687727249671,0.818171733463624
"CAETHG_RS07760",24.9094715404784,-0.842602130448986,0.421702368460669,-1.99809674658627,0.0457061724022587,0.124765497638598
"CAETHG_RS08395",60.0964258672793,0.110343655166336,0.374300958372602,0.294799285703386,0.768147212125365,0.799823385821257
"CAETHG_RS08555",357115.119012788,-1.1970865998699,0.148596364597439,-8.05596155136713,7.88564199615545e-16,7.96449841611701e-14
"CAETHG_RS08880",59.3618757726764,0.0831071898795499,0.204596293142042,0.406200858301242,0.684595023489621,0.754552233312165
"CAETHG_RS09855",826.081975829978,-0.734188782308464,0.326205037327048,-2.25069725570295,0.0244047187081482,0.0821625529840988
"CAETHG_RS09860",141.861867592471,-0.807065904970859,0.276003703201993,-2.92411259562053,0.00345439769839657,0.0232596111692036
"CAETHG_RS09945",34.3138883512448,0.134158778990097,0.29571597274745,0.453674442214432,0.650063164791804,0.754552233312165
"CAETHG_RS09950",1082.84431894961,-0.238299064531437,0.217047973577257,-1.09790964920765,0.272243944084639,0.45827730587581
"CAETHG_RS09955",38.8125751708207,-0.156694551389381,0.28251700199693,-0.554637598027051,0.579142566710027,0.72499414781188
"CAETHG_RS09960",3.86491812681654,-0.942201372740222,0.674265285478224,-1.39737488052935,0.162300868837725,0.315238226011735
"CAETHG_RS09965",62503.9553759464,0.0144032026947974,0.656734060481329,0.0219315603704811,0.982502549290198,0.982502549290198
"CAETHG_RS09970",1839.95340031282,-1.33542219831299,0.367994327322472,-3.62892060872113,0.000284608744049858,0.00334718446013339
"CAETHG_RS09985",157.726680604048,-0.235806267850012,0.146817013412639,-1.60612358451444,0.108246758880598,0.237672231455225
"CAETHG_RS10035",4.95179524855129,0.365328892889012,0.549764192572961,0.664519257209585,0.506358027904696,0.67677321473959
"CAETHG_RS10040",80.9318421513438,0.547235468989639,0.210471802822837,2.60004172364252,0.00932124264701005,0.0523025281860008
