Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR23426208_1	(0.0, 0.0)	(1.0, 1.15318533429632e-05)	(2.0, 1.5375804457284266e-05)	(3.0, 1.9219755571605333e-05)	(4.0, 3.075160891456853e-05)	(5.0, 0.00019219755571605332)	(6.0, 0.0004728059870614912)	(7.0, 0.0007418825650639659)	(8.0, 0.0008917966585224874)	(9.0, 0.001276191769954594)	(10.0, 0.0021218610151052288)	(11.0, 0.004747279626186518)	(12.0, 0.006911424103549278)	(13.0, 0.01124355700938912)	(14.0, 0.02528166647888966)	(15.0, 0.054734019916817665)	(16.0, 0.10153796868479098)	(17.0, 0.12859554057849695)	(18.0, 0.17975852991011035)	(19.0, 0.28688560351512415)	(20.0, 0.45649225853231257)	(21.0, 0.5701348292761006)	(22.0, 0.7339717136706931)	(23.0, 1.1206539760158207)	(24.0, 1.567982255091592)	(25.0, 1.7924651562168281)	(26.0, 2.0727968230820344)	(27.0, 2.6235696705953)	(28.0, 3.1522205794456477)	(29.0, 3.4104303076479368)	(30.0, 3.6661030281147733)	(31.0, 4.01584876420239)	(32.0, 3.9974131746581065)	(33.0, 3.884904569493043)	(34.0, 3.829678523833593)	(35.0, 3.7157361249028873)	(36.0, 3.3760576967836777)	(37.0, 3.095095621935722)	(38.0, 3.0804924516524164)	(39.0, 3.0977863877157468)	(40.0, 3.4202785104028273)	(41.0, 4.036410058712893)	(42.0, 4.361946590682516)	(43.0, 5.124513456692643)	(44.0, 5.8213948860612525)	(45.0, 4.638411242726716)	(46.0, 3.5211130360336975)	(47.0, 3.973496110824801)	(48.0, 3.062010734694761)	(49.0, 1.4614010225448117)	(50.0, 1.224659761316006)	(51.0, 1.071378366681339)	(52.0, 0.9229826339129743)	(53.0, 0.6989302553125423)	(54.0, 0.4699922148458081)	(55.0, 0.38675145346518547)	(56.0, 0.2591899357364409)	(57.0, 0.19586852903022994)	(58.0, 0.17686787867214093)	(59.0, 0.17659880209413845)	(60.0, 0.2260935166421365)	(61.0, 0.22572834128627597)	(62.0, 0.17559937480441495)	(63.0, 0.1178171016539407)	(64.0, 0.04847606750270297)	(65.0, 0.031024529443685327)	(66.0, 0.021814422573772054)	(67.0, 0.018497092762112973)	(68.0, 0.016198409995748973)	(69.0, 0.012043098841167901)	(70.0, 0.008449004549277704)	(71.0, 0.0067115386456045815)	(72.0, 0.005539133555736656)	(73.0, 0.0034979955140321704)	(74.0, 0.002010386432789918)	(75.0, 0.001391510303384226)	(76.0, 0.0013646026455839788)	(77.0, 0.000995583338609156)	(78.0, 0.000630407982748655)	(79.0, 0.0006073442760627285)	(80.0, 0.0005958124227197653)	(81.0, 0.0004535862314898858)	(82.0, 0.00028060843134543784)	(83.0, 0.00023832496908790613)	(84.0, 0.00028060843134543784)	(85.0, 0.0002921402846884011)	(86.0, 0.0002498568224308693)	(87.0, 0.00023832496908790613)	(88.0, 0.0002537007735451904)	(89.0, 0.00022294916463062186)	(90.0, 0.0002267931157449429)	(91.0, 0.0002921402846884011)	(92.0, 0.00030751608914568533)	(93.0, 0.00033442374694593277)	(94.0, 0.0003882390625464277)	(95.0, 0.00040361486700371204)	(96.0, 0.00039208301366074874)	(97.0, 0.00032673584471729067)	(98.0, 0.00017682175125876905)	(99.0, 4.997136448617386e-05)	(100.0, 7.687902228642133e-06)
SRR23426208_2	(0.0, 0.00012024425967995412)	(1.0, 0.00023297325312991108)	(2.0, 0.0006951621262747347)	(3.0, 0.0016646314699443649)	(4.0, 0.0022846409339191283)	(5.0, 0.0029572572615038715)	(6.0, 0.004982621510488099)	(7.0, 0.007177079249647262)	(8.0, 0.008018789067406941)	(9.0, 0.009382809888151421)	(10.0, 0.012614374367050186)	(11.0, 0.015996244170548894)	(12.0, 0.017510570315893318)	(13.0, 0.020355098583947233)	(14.0, 0.02769751369065443)	(15.0, 0.04201785349191397)	(16.0, 0.06846031772215888)	(17.0, 0.08508032898979753)	(18.0, 0.11181964623612733)	(19.0, 0.18808832557125324)	(20.0, 0.31908317359321825)	(21.0, 0.4005486595263872)	(22.0, 0.5159530877542231)	(23.0, 0.7794533523103826)	(24.0, 1.1042706740370887)	(25.0, 1.2809921594354714)	(26.0, 1.491430886774736)	(27.0, 1.9495464856229012)	(28.0, 2.4442689462773823)	(29.0, 2.691314535422963)	(30.0, 2.9705367369322766)	(31.0, 3.51131274904418)	(32.0, 3.862628899497856)	(33.0, 3.9523912393489424)	(34.0, 3.9365302699705333)	(35.0, 3.855684793501339)	(36.0, 3.625379459883077)	(37.0, 3.4600586333555996)	(38.0, 3.2720304299141865)	(39.0, 2.9897570303154946)	(40.0, 2.9090430710053248)	(41.0, 2.799391579076552)	(42.0, 2.676208850300669)	(43.0, 2.9416668417097425)	(44.0, 4.061313750453405)	(45.0, 5.973911429656526)	(46.0, 7.0323201915250575)	(47.0, 6.412543700803424)	(48.0, 4.1729342421344375)	(49.0, 2.11007257229564)	(50.0, 1.6670438704041939)	(51.0, 1.7426925402753453)	(52.0, 1.7285412939642604)	(53.0, 1.2229968499385835)	(54.0, 0.807252322095142)	(55.0, 0.568838016214713)	(56.0, 0.2707299506694167)	(57.0, 0.20315267672928247)	(58.0, 0.1952691624540155)	(59.0, 0.18634854143900892)	(60.0, 0.1549272133313909)	(61.0, 0.10832880507229367)	(62.0, 0.08423110390580786)	(63.0, 0.06148239302760654)	(64.0, 0.02819727889494924)	(65.0, 0.013798028798274735)	(66.0, 0.008725224093026672)	(67.0, 0.007515266229997132)	(68.0, 0.007383749070972183)	(69.0, 0.006805073571262403)	(70.0, 0.006542039253212504)	(71.0, 0.006726163275847434)	(72.0, 0.0066134342823974766)	(73.0, 0.006632222447972469)	(74.0, 0.00679004303880241)	(75.0, 0.006816346470607399)	(76.0, 0.007041804457507313)	(77.0, 0.007477689898847146)	(78.0, 0.007808361612967021)	(79.0, 0.007928605872646974)	(80.0, 0.007962424570681963)	(81.0, 0.008563645869081732)	(82.0, 0.009623298407511327)	(83.0, 0.010115548345576141)	(84.0, 0.010784407040045886)	(85.0, 0.011731330585025524)	(86.0, 0.012355097682115285)	(87.0, 0.012700799928695156)	(88.0, 0.013215595665449957)	(89.0, 0.014639738616034414)	(90.0, 0.01648097884238371)	(91.0, 0.01824706640643304)	(92.0, 0.01908126095796272)	(93.0, 0.020155944028852308)	(94.0, 0.02295913833264124)	(95.0, 0.026029124587595067)	(96.0, 0.027370599609649555)	(97.0, 0.030624709887238314)	(98.0, 0.04244998130013881)	(99.0, 0.14718648911449383)	(100.0, 0.24335183579353714)
SRR23426209_1	(0.0, 3.0968731336500506e-05)	(1.0, 2.322654850237538e-05)	(2.0, 7.742182834125127e-06)	(3.0, 1.9355457085312817e-05)	(4.0, 3.871091417062563e-05)	(5.0, 0.00017032802235075279)	(6.0, 0.00048775751854988295)	(7.0, 0.0007432495520760122)	(8.0, 0.0008129291975831382)	(9.0, 0.001327784356052459)	(10.0, 0.0022994283017351625)	(11.0, 0.00519500468169796)	(12.0, 0.007633792274447375)	(13.0, 0.012042965398481634)	(14.0, 0.02815444787629602)	(15.0, 0.06234005618037552)	(16.0, 0.11568369590749764)	(17.0, 0.1465440366843204)	(18.0, 0.1946771873640763)	(19.0, 0.3094744033370666)	(20.0, 0.5046625747681952)	(21.0, 0.6331866809060893)	(22.0, 0.7890716611797817)	(23.0, 1.1418442220166931)	(24.0, 1.541418278085891)	(25.0, 1.7441047535918697)	(26.0, 2.014999859866491)	(27.0, 2.514219680102296)	(28.0, 2.9931859500440297)	(29.0, 3.2438275060245796)	(30.0, 3.448674050541279)	(31.0, 3.746566148358495)	(32.0, 3.749101713236671)	(33.0, 3.6585917248143307)	(34.0, 3.6217311923410613)	(35.0, 3.5108205521508014)	(36.0, 3.1681786375523426)	(37.0, 2.899586830670874)	(38.0, 2.9094116606873786)	(39.0, 3.015947967576358)	(40.0, 3.3231539113430255)	(41.0, 4.170543564720855)	(42.0, 4.80743875120449)	(43.0, 5.966346744187595)	(44.0, 6.604333578450842)	(45.0, 4.8670767855757555)	(46.0, 3.6507411514205277)	(47.0, 3.9379219392867313)	(48.0, 2.975994433060855)	(49.0, 1.5083165753785888)	(50.0, 1.2897470117884025)	(51.0, 1.1245365722910063)	(52.0, 0.9255044070827346)	(53.0, 0.6679800505626476)	(54.0, 0.4442774197534362)	(55.0, 0.3641380852374071)	(56.0, 0.2458646291718946)	(57.0, 0.18806536322373343)	(58.0, 0.16840021882505563)	(59.0, 0.1696118704385962)	(60.0, 0.2249026691485008)	(61.0, 0.22516590336486103)	(62.0, 0.17134999048485727)	(63.0, 0.10911445377274247)	(64.0, 0.03658568498265829)	(65.0, 0.021983928157498295)	(66.0, 0.015484365668250254)	(67.0, 0.013293327926192842)	(68.0, 0.011121645641220744)	(69.0, 0.007904768673641755)	(70.0, 0.005562758366318903)	(71.0, 0.004265942741602945)	(72.0, 0.0037007633947118103)	(73.0, 0.0024968539640053532)	(74.0, 0.001478756921317899)	(75.0, 0.001099389962445768)	(76.0, 0.0010606790482751423)	(77.0, 0.000886479934507327)	(78.0, 0.0006232457181470727)	(79.0, 0.0004954997013840081)	(80.0, 0.00043743333012806967)	(81.0, 0.0003677536846209435)	(82.0, 0.0003329138618673804)	(83.0, 0.00030968731336500506)	(84.0, 0.0002516209421090666)	(85.0, 0.0002206522107725661)	(86.0, 0.00022452330218962864)	(87.0, 0.0002012967536872533)	(88.0, 0.00015871474809956508)	(89.0, 0.00012387492534600203)	(90.0, 0.00015097256526543996)	(91.0, 0.00018968347943606562)	(92.0, 0.00020903893652137842)	(93.0, 0.00022839439360669122)	(94.0, 0.0003058162219479425)	(95.0, 0.0003019451305308799)	(96.0, 0.0002400076678578789)	(97.0, 0.00021291002793844097)	(98.0, 0.00010839055967775177)	(99.0, 1.5484365668250253e-05)	(100.0, 0.0)
SRR23426209_2	(0.0, 8.330586133224399e-05)	(1.0, 0.00015146520242226183)	(2.0, 0.0004657554974484551)	(3.0, 0.0010602564169558326)	(4.0, 0.0014086263825270348)	(5.0, 0.002040993602639978)	(6.0, 0.0033890339041981075)	(7.0, 0.0050589377609035445)	(8.0, 0.006013168536163793)	(9.0, 0.0072438233058446716)	(10.0, 0.009614253723753068)	(11.0, 0.01237470703789879)	(12.0, 0.013995384703816992)	(13.0, 0.01660815944560101)	(14.0, 0.023889849052051246)	(15.0, 0.0378095011546571)	(16.0, 0.06273688684330085)	(17.0, 0.07841353529400494)	(18.0, 0.10618089352806609)	(19.0, 0.1839090487811103)	(20.0, 0.31240076662597555)	(21.0, 0.39093168745185775)	(22.0, 0.49950951780825614)	(23.0, 0.7510023399101796)	(24.0, 1.0661673464803614)	(25.0, 1.2384173613050182)	(26.0, 1.4494651877301372)	(27.0, 1.8929098608617931)	(28.0, 2.367560152322495)	(29.0, 2.609813597076661)	(30.0, 2.860821730530833)	(31.0, 3.331878510064067)	(32.0, 3.6504969232494773)	(33.0, 3.749066690355824)	(34.0, 3.746116905538651)	(35.0, 3.660849569835038)	(36.0, 3.4138931305456617)	(37.0, 3.249254242142724)	(38.0, 3.070987272151843)	(39.0, 2.819801167084824)	(40.0, 2.8181426231183004)	(41.0, 2.818971895101562)	(42.0, 2.7485405759752104)	(43.0, 3.064633306910229)	(44.0, 4.305152247898856)	(45.0, 6.258288459873801)	(46.0, 7.286998461795137)	(47.0, 6.6380041490862896)	(48.0, 4.37376598459614)	(49.0, 2.2849964704821204)	(50.0, 1.8114708081494033)	(51.0, 1.939462690826275)	(52.0, 1.9915705070895937)	(53.0, 1.4295323670913676)	(54.0, 0.9433782935066944)	(55.0, 0.6551059336265851)	(56.0, 0.2926004780393254)	(57.0, 0.2044363703393873)	(58.0, 0.1905053583465998)	(59.0, 0.17925149380662572)	(60.0, 0.14545203388609804)	(61.0, 0.10158392463455045)	(62.0, 0.08026141076355653)	(63.0, 0.05810583827924019)	(64.0, 0.02573772452160284)	(65.0, 0.012355773887596006)	(66.0, 0.00794813649710819)	(67.0, 0.006709908467306198)	(68.0, 0.00622521981955496)	(69.0, 0.0054035210964141905)	(70.0, 0.005024858090358536)	(71.0, 0.004983205159692413)	(72.0, 0.004971845269510744)	(73.0, 0.005024858090358536)	(74.0, 0.0051005906915696664)	(75.0, 0.005111950581751336)	(76.0, 0.005168750032659685)	(77.0, 0.005286135564536937)	(78.0, 0.005369441425869181)	(79.0, 0.005392161206232521)	(80.0, 0.005626932269987026)	(81.0, 0.005952582455194889)	(82.0, 0.0064259112127644565)	(83.0, 0.006808360848880668)	(84.0, 0.006933319640879035)	(85.0, 0.007686859022929787)	(86.0, 0.00853885078655501)	(87.0, 0.008762261960127846)	(88.0, 0.009258310498060753)	(89.0, 0.01006107607089874)	(90.0, 0.011424262892699096)	(91.0, 0.01305251381873841)	(92.0, 0.013624294957882449)	(93.0, 0.014525512912294907)	(94.0, 0.016941382890929984)	(95.0, 0.019929034008709098)	(96.0, 0.021402033102265593)	(97.0, 0.024961465359188747)	(98.0, 0.034852143077362445)	(99.0, 0.11819965734027255)	(100.0, 0.19521592614193212)
SRR23426210_1	(0.0, 2.180441728421622e-05)	(1.0, 1.090220864210811e-05)	(2.0, 1.453627818947748e-05)	(3.0, 1.817034773684685e-05)	(4.0, 7.26813909473874e-06)	(5.0, 0.00018897161646320724)	(6.0, 0.0005705489189369911)	(7.0, 0.000984832847337099)	(8.0, 0.0011992429506318919)	(9.0, 0.002289463814842703)	(10.0, 0.00357592443461146)	(11.0, 0.006675785758517532)	(12.0, 0.00957940732686566)	(13.0, 0.01523038547302503)	(14.0, 0.03338983100122977)	(15.0, 0.06926536557286019)	(16.0, 0.12365648448833753)	(17.0, 0.15468053621422986)	(18.0, 0.2165360339800039)	(19.0, 0.354739698866461)	(20.0, 0.573136376454718)	(21.0, 0.715184886922292)	(22.0, 0.8906195943215484)	(23.0, 1.3149117502551118)	(24.0, 1.8113074800780307)	(25.0, 2.058845761366643)	(26.0, 2.3561453569673834)	(27.0, 2.9581798544627826)	(28.0, 3.546971802527568)	(29.0, 3.831028848697695)	(30.0, 4.12792142850913)	(31.0, 4.529533356397562)	(32.0, 4.493461582070373)	(33.0, 4.3526704596661885)	(34.0, 4.277390708992432)	(35.0, 4.104801478048766)	(36.0, 3.7284245290972677)	(37.0, 3.4493570604156796)	(38.0, 3.342769800591336)	(39.0, 3.1811554596807254)	(40.0, 3.2398347806620986)	(41.0, 3.602754770079688)	(42.0, 3.8519683574296373)	(43.0, 4.542859489427765)	(44.0, 4.966842749449802)	(45.0, 3.8323371137347477)	(46.0, 2.964739349995784)	(47.0, 3.155502562745845)	(48.0, 2.4606902697061055)	(49.0, 1.3443622498669932)	(50.0, 1.1136097358176802)	(51.0, 0.9579988777993237)	(52.0, 0.7916493442684908)	(53.0, 0.6029030401172205)	(54.0, 0.42489541147842674)	(55.0, 0.3424565437963526)	(56.0, 0.21897812871583608)	(57.0, 0.15578892742617753)	(58.0, 0.1336392735349612)	(59.0, 0.128845935801981)	(60.0, 0.15973552695462065)	(61.0, 0.15175147615905013)	(62.0, 0.1080844964778598)	(63.0, 0.06535510673989074)	(64.0, 0.015310335003067155)	(65.0, 0.005738195815296235)	(66.0, 0.0027873313428323065)	(67.0, 0.002093224059284757)	(68.0, 0.0018897161646320723)	(69.0, 0.0015045047926109192)	(70.0, 0.001348239802074036)	(71.0, 0.0013736782889056218)	(72.0, 0.0012755584111266488)	(73.0, 0.0012246814374634776)	(74.0, 0.001246485854747694)	(75.0, 0.0012210473679161082)	(76.0, 0.001348239802074036)	(77.0, 0.0010938549337581802)	(78.0, 0.0006214258926001622)	(79.0, 0.000530574153915928)	(80.0, 0.0005378422930106667)	(81.0, 0.00045062462387380185)	(82.0, 0.000294359633336919)	(83.0, 0.0002325804510316397)	(84.0, 0.00021804417284216216)	(85.0, 0.00018897161646320724)	(86.0, 0.00018897161646320724)	(87.0, 0.00020350789465268471)	(88.0, 0.00018897161646320724)	(89.0, 0.00018170347736846848)	(90.0, 0.0002325804510316397)	(91.0, 0.0003088959115263964)	(92.0, 0.00034160253745272077)	(93.0, 0.0003379684679053514)	(94.0, 0.00034887067654745953)	(95.0, 0.00034160253745272077)	(96.0, 0.00031979812016850453)	(97.0, 0.00026165300741059464)	(98.0, 0.00013446057325266667)	(99.0, 3.63406954736937e-05)	(100.0, 7.26813909473874e-06)
SRR23426210_2	(0.0, 0.000357342790434105)	(1.0, 0.0006575107343987533)	(2.0, 0.0017295391057010683)	(3.0, 0.003723511876323374)	(4.0, 0.004945624219608013)	(5.0, 0.0067859395903436545)	(6.0, 0.010452276620197572)	(7.0, 0.014257977338320791)	(8.0, 0.016237656397325734)	(9.0, 0.017895726944939978)	(10.0, 0.021283336598255296)	(11.0, 0.025464247246334327)	(12.0, 0.027915618788712283)	(13.0, 0.03048848687983784)	(14.0, 0.03742093701425948)	(15.0, 0.050674781111460426)	(16.0, 0.07648565086451584)	(17.0, 0.09340225856366637)	(18.0, 0.1261777393022825)	(19.0, 0.221949180566527)	(20.0, 0.38813501868581185)	(21.0, 0.49132489627946835)	(22.0, 0.6136790677241059)	(23.0, 0.8853203367283995)	(24.0, 1.2280871147406973)	(25.0, 1.4215667951933393)	(26.0, 1.6636986965635845)	(27.0, 2.175217033930484)	(28.0, 2.726718456119056)	(29.0, 3.008833442310973)	(30.0, 3.335276801656241)	(31.0, 3.990489821912503)	(32.0, 4.398553848020825)	(33.0, 4.477848213218152)	(34.0, 4.467903363360372)	(35.0, 4.396288294729472)	(36.0, 4.14502985849154)	(37.0, 3.955441641026726)	(38.0, 3.7078745558139783)	(39.0, 3.2922884639670182)	(40.0, 3.0453324349259123)	(41.0, 2.7660833379132765)	(42.0, 2.5657712633075347)	(43.0, 2.700957614356661)	(44.0, 3.5395089266730446)	(45.0, 5.092706512150691)	(46.0, 5.94253913636108)	(47.0, 5.350632964858123)	(48.0, 3.3704000245280095)	(49.0, 1.673396979895966)	(50.0, 1.3647207040910818)	(51.0, 1.5004859504607113)	(52.0, 1.5643645476787118)	(53.0, 1.0833811517544065)	(54.0, 0.6742844049817301)	(55.0, 0.45976795445623253)	(56.0, 0.20013697663842922)	(57.0, 0.15155622427891263)	(58.0, 0.1480899992117018)	(59.0, 0.1408216468542721)	(60.0, 0.11868068755897497)	(61.0, 0.08542994090908149)	(62.0, 0.06705180119705546)	(63.0, 0.04913463368468944)	(64.0, 0.024688813391092315)	(65.0, 0.016323418667029917)	(66.0, 0.0140935996547211)	(67.0, 0.013700522585243586)	(68.0, 0.01395066253854746)	(69.0, 0.01442235502192048)	(70.0, 0.014954795779667296)	(71.0, 0.015265684007344966)	(72.0, 0.015133467174884346)	(73.0, 0.015551558239692249)	(74.0, 0.016548544625003405)	(75.0, 0.016995223113046035)	(76.0, 0.016555691480812085)	(77.0, 0.015976796160308837)	(78.0, 0.016116159848578136)	(79.0, 0.016394887225116738)	(80.0, 0.016337712378647284)	(81.0, 0.016384166941403717)	(82.0, 0.016248376681038755)	(83.0, 0.016008957011447902)	(84.0, 0.01589460731850899)	(85.0, 0.015705215639578916)	(86.0, 0.015383607128188223)	(87.0, 0.015137040602788688)	(88.0, 0.014726096393789467)	(89.0, 0.014408061310303115)	(90.0, 0.013932795399025755)	(91.0, 0.012946529297427626)	(92.0, 0.012528438232619723)	(93.0, 0.012310459130454919)	(94.0, 0.011999570902777246)	(95.0, 0.012371207404828716)	(96.0, 0.012835753032393052)	(97.0, 0.014340166180120635)	(98.0, 0.02116898690531638)	(99.0, 0.0920121951088777)	(100.0, 0.15753099573497087)
SRR23426211_1	(0.0, 8.42677148222107e-06)	(1.0, 4.213385741110535e-06)	(2.0, 0.0)	(3.0, 2.9493700187773752e-05)	(4.0, 5.8987400375547504e-05)	(5.0, 0.00021066928705552675)	(6.0, 0.0005688070750499223)	(7.0, 0.0011291873786176236)	(8.0, 0.0014831117808709084)	(9.0, 0.002557525144854095)	(10.0, 0.0034423361504873073)	(11.0, 0.0058228990942147596)	(12.0, 0.008393064396292187)	(13.0, 0.013579742243599258)	(14.0, 0.029843411204285925)	(15.0, 0.06253507116956257)	(16.0, 0.10594558446022442)	(17.0, 0.1277414288989892)	(18.0, 0.1737347476489518)	(19.0, 0.28820822484918396)	(20.0, 0.49068247663825076)	(21.0, 0.624676569977048)	(22.0, 0.7577395050670599)	(23.0, 1.1010503886384873)	(24.0, 1.545343488267111)	(25.0, 1.7793886394143192)	(26.0, 2.081859174997162)	(27.0, 2.7040035001438025)	(28.0, 3.314586294816836)	(29.0, 3.605495299926072)	(30.0, 3.9092888386316234)	(31.0, 4.327505293908515)	(32.0, 4.332363327668015)	(33.0, 4.222798444856177)	(34.0, 4.18752819281734)	(35.0, 4.084590965776268)	(36.0, 3.740728128672756)	(37.0, 3.464532266571478)	(38.0, 3.3874694413665662)	(39.0, 3.295461736937935)	(40.0, 3.4335343876741273)	(41.0, 3.9755906766537388)	(42.0, 4.364629435673439)	(43.0, 5.176721616800825)	(44.0, 5.641862549076464)	(45.0, 4.216406738686912)	(46.0, 3.1379021771491074)	(47.0, 3.2372158924528236)	(48.0, 2.42319819404175)	(49.0, 1.311222496176563)	(50.0, 1.1125782120261658)	(51.0, 0.9608036308598821)	(52.0, 0.7943580405430515)	(53.0, 0.5997586067041203)	(54.0, 0.419830182015736)	(55.0, 0.33604700655375297)	(56.0, 0.2087227028431337)	(57.0, 0.1448941222510502)	(58.0, 0.12460666990760298)	(59.0, 0.11893966608580932)	(60.0, 0.14386605613021924)	(61.0, 0.13585640983636812)	(62.0, 0.09725336967631337)	(63.0, 0.058726170459598645)	(64.0, 0.014034787903639195)	(65.0, 0.005418414063068149)	(66.0, 0.0024058432581741157)	(67.0, 0.0018454629546064147)	(68.0, 0.0016263668960686667)	(69.0, 0.0013988440660486978)	(70.0, 0.0012892960367798239)	(71.0, 0.0011881747789931711)	(72.0, 0.0012134550934398342)	(73.0, 0.001133400764358734)	(74.0, 0.001108120449912071)	(75.0, 0.0011881747789931711)	(76.0, 0.0014578314664242453)	(77.0, 0.00117974800751095)	(78.0, 0.0005393133748621485)	(79.0, 0.00044661888855771674)	(80.0, 0.00038341810244105874)	(81.0, 0.000299150387618848)	(82.0, 0.0002612299159488532)	(83.0, 0.0002443763729844111)	(84.0, 0.00021066928705552675)	(85.0, 0.00017696220112664249)	(86.0, 0.00021909605853774784)	(87.0, 0.0002612299159488532)	(88.0, 0.00025280314446663214)	(89.0, 0.00021066928705552675)	(90.0, 0.00019381574409108463)	(91.0, 0.0002443763729844111)	(92.0, 0.0002780834589132953)	(93.0, 0.0003454976307710639)	(94.0, 0.00042555195985216415)	(95.0, 0.00045504566003993786)	(96.0, 0.00047189920300438003)	(97.0, 0.00042555195985216415)	(98.0, 0.00021488267279663734)	(99.0, 2.9493700187773752e-05)	(100.0, 8.42677148222107e-06)
SRR23426211_2	(0.0, 0.0002730625755162827)	(1.0, 0.0006743818152902133)	(2.0, 0.0018907514698627455)	(3.0, 0.0042614311027541095)	(4.0, 0.0058170603208468705)	(5.0, 0.00767885060845789)	(6.0, 0.011592747524191276)	(7.0, 0.015514919063425154)	(8.0, 0.017384983974536666)	(9.0, 0.01946605178491076)	(10.0, 0.022912432472866267)	(11.0, 0.026189183379061662)	(12.0, 0.028100621407675642)	(13.0, 0.030947091891845375)	(14.0, 0.037546104133488876)	(15.0, 0.04968083949696247)	(16.0, 0.07297804196260169)	(17.0, 0.08789305082224107)	(18.0, 0.11738794628974984)	(19.0, 0.20558715818150916)	(20.0, 0.3664623882781022)	(21.0, 0.46863330195044456)	(22.0, 0.5760958373513526)	(23.0, 0.8270279323155657)	(24.0, 1.1380462058286116)	(25.0, 1.3055949197783527)	(26.0, 1.5195601342541114)	(27.0, 1.969865145150963)	(28.0, 2.464484902204707)	(29.0, 2.7227648628373586)	(30.0, 3.0429721057477024)	(31.0, 3.6988477255790624)	(32.0, 4.1411015278099335)	(33.0, 4.24768695311979)	(34.0, 4.2626598843439325)	(35.0, 4.232875377053906)	(36.0, 4.016216772628737)	(37.0, 3.844315606717737)	(38.0, 3.621463446602448)	(39.0, 3.254305989950304)	(40.0, 3.0957311051868484)	(41.0, 2.888410413381986)	(42.0, 2.6953593098037243)	(43.0, 2.8577694825596587)	(44.0, 3.7576182389913173)	(45.0, 5.4913670025557)	(46.0, 6.48767718244436)	(47.0, 5.910501506726193)	(48.0, 3.749153299150312)	(49.0, 1.8190146214252179)	(50.0, 1.473048475557838)	(51.0, 1.6144204180637678)	(52.0, 1.6659299493543394)	(53.0, 1.1359651380182376)	(54.0, 0.6958627378974943)	(55.0, 0.47313883444646326)	(56.0, 0.20108576299724076)	(57.0, 0.14883979021512533)	(58.0, 0.14592298543120139)	(59.0, 0.1365436996933921)	(60.0, 0.11301480776973907)	(61.0, 0.08142643255660546)	(62.0, 0.06398766352931558)	(63.0, 0.045547665058466004)	(64.0, 0.02062449907497984)	(65.0, 0.01191545784071052)	(66.0, 0.009735094548330504)	(67.0, 0.009780604977583218)	(68.0, 0.009321363373305833)	(69.0, 0.009188969397297938)	(70.0, 0.00970199605432853)	(71.0, 0.009888175083089631)	(72.0, 0.010409476363620718)	(73.0, 0.010748735927140946)	(74.0, 0.010934914955902049)	(75.0, 0.011303135701674006)	(76.0, 0.011770651929451885)	(77.0, 0.011940281711211998)	(78.0, 0.012325051703984943)	(79.0, 0.01300770814277565)	(80.0, 0.012871176855017508)	(81.0, 0.013264221471290947)	(82.0, 0.013711051140317591)	(83.0, 0.013628304905312656)	(84.0, 0.013922054039580172)	(85.0, 0.014629534348872358)	(86.0, 0.015105325200150732)	(87.0, 0.01516738487640443)	(88.0, 0.014939832730140863)	(89.0, 0.015051540147397523)	(90.0, 0.015328740034664052)	(91.0, 0.01511773713540147)	(92.0, 0.01496879391239259)	(93.0, 0.0147660656366305)	(94.0, 0.015080501329649248)	(95.0, 0.016305145607722275)	(96.0, 0.01701262591701446)	(97.0, 0.018671687928863392)	(98.0, 0.026677386165590775)	(99.0, 0.10737151454240257)	(100.0, 0.1817190066943359)
