Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SRR23426218_1	(1, 29.963383893181618)	(2, 30.37918301248845)	(3, 30.668966830653897)	(4, 31.01306028221515)	(5, 31.0673242752413)	(6, 34.15973299553928)	(7, 34.19001977887656)	(8, 34.231181002652534)	(9, 34.25764694020738)	(10, 34.260586511943046)	(12, 34.232756549704234)	(14, 34.28311804217751)	(16, 34.296979437353826)	(18, 34.30878494133346)	(20, 34.32106659884231)	(22, 34.23096927282859)	(24, 34.12430996947489)	(26, 34.04648952947683)	(28, 34.03382814409245)	(30, 33.98121068963843)	(32, 33.92664725429611)	(34, 33.95899913988649)	(36, 33.93401912829383)	(38, 33.937910384719274)	(40, 33.8628876163985)	(42, 33.630805672849)	(44, 33.700632699997136)	(46, 33.70476954310256)	(48, 33.482595791874935)	(50, 33.39071077407311)	(52, 33.41927608564954)	(54, 33.27058959474256)	(56, 33.17627202822068)	(58, 33.16918806197299)	(60, 33.093123655942975)	(62, 33.03294255495619)	(64, 32.908502593410276)	(66, 32.72066853183644)	(68, 32.7642313518636)	(70, 32.71265217432796)	(72, 32.66469588784419)	(74, 32.68052894698954)	(76, 31.550851130657176)
SRR23426218_2	(1, 30.53635267890299)	(2, 30.488335192832636)	(3, 30.565504510720714)	(4, 30.539674716936354)	(5, 30.49595655368739)	(6, 33.88314579982051)	(7, 33.94369306104566)	(8, 34.06602161610889)	(9, 33.9925941446725)	(10, 33.85489424503982)	(12, 33.77162534069499)	(14, 33.6643653685854)	(16, 33.55985601708112)	(18, 33.52225229415467)	(20, 33.45364079452415)	(22, 33.45413748621972)	(24, 33.44912086275235)	(26, 33.30263631222494)	(28, 33.35111161269417)	(30, 33.35225668807753)	(32, 33.27492874915929)	(34, 33.177300720661435)	(36, 33.008246633919015)	(38, 32.942505830557224)	(40, 32.78412055364258)	(42, 32.72359175602152)	(44, 32.830445694806166)	(46, 32.7240392805916)	(48, 32.5230024558668)	(50, 32.44972597107147)	(52, 32.25402077134714)	(54, 32.14778629685243)	(56, 32.03805510618232)	(58, 31.90617713359393)	(60, 32.01354091679885)	(62, 32.00508620428546)	(64, 31.828964664810904)	(66, 31.619584199635955)	(68, 31.618449372590135)	(70, 31.455377410589477)	(72, 31.271033592556805)	(74, 31.229613504902396)	(76, 29.347539299470114)
SRR23426219_1	(1, 29.888143529910284)	(2, 30.31791286995993)	(3, 30.610238326604808)	(4, 30.951058770673818)	(5, 31.052508868587132)	(6, 34.15803796096012)	(7, 34.17121968408939)	(8, 34.18816319247279)	(9, 34.19540142163725)	(10, 34.244850286714325)	(12, 34.226259705807294)	(14, 34.23081892230974)	(16, 34.246690449091645)	(18, 34.257088509909295)	(20, 34.286845010976045)	(22, 34.21243727334902)	(24, 34.071324269452234)	(26, 33.98594544644533)	(28, 34.000201263455104)	(30, 33.938551002308536)	(32, 33.88719024920576)	(34, 33.92725981481925)	(36, 33.907911063502176)	(38, 33.905029180216246)	(40, 33.832237381956894)	(42, 33.636470673806905)	(44, 33.71811232420214)	(46, 33.70964479456847)	(48, 33.479734611427446)	(50, 33.40589475542242)	(52, 33.4377852552455)	(54, 33.27759648913512)	(56, 33.215408882574096)	(58, 33.19741033674044)	(60, 33.116587010788145)	(62, 33.065421551656286)	(64, 32.93396643845787)	(66, 32.760171978084095)	(68, 32.82265190569353)	(70, 32.77047351693446)	(72, 32.7116205560749)	(74, 32.72386722838594)	(76, 31.587387784029204)
SRR23426219_2	(1, 30.585850687771824)	(2, 30.51799363248898)	(3, 30.578462670473545)	(4, 30.56116273796545)	(5, 30.52472610858602)	(6, 33.912604731156016)	(7, 33.97641888439892)	(8, 34.10351994767426)	(9, 34.04762959589439)	(10, 33.917015950369894)	(12, 33.82772334985778)	(14, 33.72522386254464)	(16, 33.6311840067784)	(18, 33.58367696898614)	(20, 33.50719823362044)	(22, 33.52015279491708)	(24, 33.51481777506672)	(26, 33.385559294289415)	(28, 33.44081605420219)	(30, 33.432931605415625)	(32, 33.357901709779654)	(34, 33.25562837407874)	(36, 33.070406392380804)	(38, 33.01081762371733)	(40, 32.86834536827263)	(42, 32.81360418811663)	(44, 32.90350907402923)	(46, 32.80114908896947)	(48, 32.60833107640912)	(50, 32.5220450295641)	(52, 32.31795855947347)	(54, 32.2235418914981)	(56, 32.10872501644593)	(58, 32.004312493129355)	(60, 32.073525218269594)	(62, 32.05585669307291)	(64, 31.87295459068487)	(66, 31.663370547097713)	(68, 31.678567889520092)	(70, 31.51513278015501)	(72, 31.311386432905337)	(74, 31.276987463991382)	(76, 29.326066175130155)
SRR23426220_1	(1, 29.837481329623042)	(2, 30.187296330378963)	(3, 30.50480729121892)	(4, 30.917524152385003)	(5, 31.002334458814218)	(6, 34.12558012095567)	(7, 34.129002088202526)	(8, 34.13586010355892)	(9, 34.148710214151926)	(10, 34.20691001926431)	(12, 34.18562610714753)	(14, 34.20535149009406)	(16, 34.20355210406203)	(18, 34.20858325982347)	(20, 34.25219783209768)	(22, 34.17168822344402)	(24, 34.02808639805603)	(26, 33.9304810340308)	(28, 33.96374675451996)	(30, 33.903240916996594)	(32, 33.85457385592461)	(34, 33.89892979091295)	(36, 33.88526844264811)	(38, 33.879128339546554)	(40, 33.8040921104397)	(42, 33.607760259867085)	(44, 33.69210182178837)	(46, 33.68802112425843)	(48, 33.45790875473932)	(50, 33.369550229719216)	(52, 33.386276230106276)	(54, 33.23823469812536)	(56, 33.171796741370756)	(58, 33.147584539170424)	(60, 33.063653175012206)	(62, 33.007759614053086)	(64, 32.88519486220023)	(66, 32.7145076504609)	(68, 32.769072316769865)	(70, 32.70660558677814)	(72, 32.649395676899886)	(74, 32.66476716181897)	(76, 31.51610787168925)
SRR23426220_2	(1, 30.756189439056545)	(2, 30.68043820915142)	(3, 30.71511810350048)	(4, 30.712640083409525)	(5, 30.67994717876682)	(6, 34.119923002031456)	(7, 34.17279674729954)	(8, 34.280310486198424)	(9, 34.23394146426573)	(10, 34.1237891516799)	(12, 34.02804505537273)	(14, 33.92095183667385)	(16, 33.83339840879899)	(18, 33.79558695176214)	(20, 33.707263893576624)	(22, 33.72939318681048)	(24, 33.72696418506107)	(26, 33.60230228457233)	(28, 33.65375248638391)	(30, 33.64811537710668)	(32, 33.56920077023378)	(34, 33.479334587130055)	(36, 33.299549761768745)	(38, 33.241674504660665)	(40, 33.107285321896995)	(42, 33.06050679036369)	(44, 33.14214683820051)	(46, 33.03872078432734)	(48, 32.85476421224878)	(50, 32.77990102953339)	(52, 32.56520974556622)	(54, 32.47785424380262)	(56, 32.37200082918283)	(58, 32.27360497823078)	(60, 32.330467524872304)	(62, 32.30653852799297)	(64, 32.11212220410179)	(66, 31.91233313119002)	(68, 31.939907059953985)	(70, 31.78565253258608)	(72, 31.57518222542)	(74, 31.532293293994435)	(76, 29.51841363942235)
SRR23426221_1	(1, 29.976918711918426)	(2, 30.37011380026023)	(3, 30.669063433352154)	(4, 30.990793984132058)	(5, 31.066692375666147)	(6, 34.23394177860056)	(7, 34.228138759171514)	(8, 34.216111708574516)	(9, 34.22363813514657)	(10, 34.28054182190625)	(12, 34.222977500483935)	(14, 34.260406430449265)	(16, 34.27437986602172)	(18, 34.24860472878033)	(20, 34.30351916115569)	(22, 34.20917511574977)	(24, 34.06123989901409)	(26, 33.96158905707123)	(28, 34.02845599279718)	(30, 33.958113979325375)	(32, 33.921930633313)	(34, 33.96583317597162)	(36, 33.95992322012996)	(38, 33.9615349486691)	(40, 33.87519349325836)	(42, 33.68954747070962)	(44, 33.7792707723863)	(46, 33.76401476376917)	(48, 33.5447067234503)	(50, 33.446129371340035)	(52, 33.48869570677097)	(54, 33.30982945278243)	(56, 33.2429146683468)	(58, 33.226002402014714)	(60, 33.163685741056064)	(62, 33.09467836988883)	(64, 32.97985972408604)	(66, 32.793064621176214)	(68, 32.85531859036658)	(70, 32.79328679283614)	(72, 32.747925504728016)	(74, 32.77164480721997)	(76, 31.578150790110712)
SRR23426221_2	(1, 27.971994610215116)	(2, 29.015941539783807)	(3, 29.51184205771645)	(4, 29.627266233919585)	(5, 29.6282120165419)	(6, 32.801598478856796)	(7, 32.933519505438774)	(8, 33.176490036798455)	(9, 33.03603799785065)	(10, 32.850785577175415)	(12, 32.73407868566186)	(14, 32.65778294592318)	(16, 32.560919658839175)	(18, 32.51169542916309)	(20, 32.4171445767969)	(22, 32.44170647182963)	(24, 32.42609275972673)	(26, 32.24634336746225)	(28, 32.30356312126855)	(30, 32.300497104939666)	(32, 32.185431675504375)	(34, 32.06247860678974)	(36, 31.82684149481835)	(38, 31.736768266849552)	(40, 31.600165322271256)	(42, 31.55149232490573)	(44, 31.667588374764755)	(46, 31.537031581760736)	(48, 31.27786471268154)	(50, 31.184302417502707)	(52, 30.977188352912734)	(54, 30.881073146497954)	(56, 30.76518646438249)	(58, 30.653267431417717)	(60, 30.73987131969207)	(62, 30.73466904105021)	(64, 30.54964509914926)	(66, 30.297019798363927)	(68, 30.287630639070024)	(70, 30.0889373783213)	(72, 29.870727819182903)	(74, 29.868109465707747)	(76, 27.62823999547026)
SRR23426222_1	(1, 29.826719353327977)	(2, 30.141058634896208)	(3, 30.548151261650943)	(4, 30.94329260792102)	(5, 31.04325793104169)	(6, 34.17368296815505)	(7, 34.141038988213246)	(8, 34.17613638398252)	(9, 34.19330506856354)	(10, 34.25170715641556)	(12, 34.22741417811102)	(14, 34.24508549839618)	(16, 34.244195445589185)	(18, 34.238225854202454)	(20, 34.28963841683351)	(22, 34.204001574444526)	(24, 34.08200114144324)	(26, 33.97445931215512)	(28, 34.01505347236733)	(30, 33.95822253846177)	(32, 33.90443335627382)	(34, 33.953759499243795)	(36, 33.93054786275543)	(38, 33.92833785287692)	(40, 33.842342821455304)	(42, 33.630656974432114)	(44, 33.714399266859346)	(46, 33.72062291018088)	(48, 33.4797837568)	(50, 33.3850674369973)	(52, 33.40617242645148)	(54, 33.25063728322958)	(56, 33.17370396978166)	(58, 33.15275920241436)	(60, 33.07512906080242)	(62, 33.01977796731934)	(64, 32.878825259982236)	(66, 32.7041030500459)	(68, 32.78156033956049)	(70, 32.72667771784518)	(72, 32.659483061897795)	(74, 32.673454273022884)	(76, 31.521040678021546)
SRR23426222_2	(1, 30.558883673538716)	(2, 30.5106757462086)	(3, 30.58109284528779)	(4, 30.566909391917743)	(5, 30.524876329937683)	(6, 33.90949953898042)	(7, 33.96805971972216)	(8, 34.09291768049519)	(9, 34.02593700886317)	(10, 33.897033912207206)	(12, 33.79465819272002)	(14, 33.688402834038854)	(16, 33.5989906831171)	(18, 33.55132981428658)	(20, 33.46182339799931)	(22, 33.48502903402293)	(24, 33.47891131826049)	(26, 33.333107767475795)	(28, 33.383740463253304)	(30, 33.38027756601406)	(32, 33.304114392859915)	(34, 33.20319431837285)	(36, 33.015903844681645)	(38, 32.955046695713435)	(40, 32.82127214111003)	(42, 32.76344121039826)	(44, 32.85527474240828)	(46, 32.750190103433496)	(48, 32.54669256802761)	(50, 32.46483326015024)	(52, 32.25048509402293)	(54, 32.163315181282265)	(56, 32.06586710151325)	(58, 31.955597528698917)	(60, 32.021086117024744)	(62, 32.01246877217813)	(64, 31.81258138735197)	(66, 31.603293693811576)	(68, 31.619879559058752)	(70, 31.450506666661504)	(72, 31.24019236135031)	(74, 31.214658786959596)	(76, 29.23098982601846)
